30 1690409888 0,000000 7,600000 19,000000 19,000000 -20,200000
30 1690409889 0,000000 7,600000 19,000000 19,000000 -20,200000
30 1690409890 0,000000 7,600000 19,000000 19,000000 -20,200000
30 1690409891 0,000000 7,600000 19,000000 19,000000 -20,200000
30 1690409892 0,022727 8,800000 19,200000 19,200000 -20,200000
30 1690409893 0,022727 8,800000 19,400000 19,400000 -20,200000
30 1690409894 0,022727 8,800000 19,600000 19,600000 -20,200000
30 1690409895 0,022727 8,800000 19,800000 19,800000 -20,200000
30 1690409896 0,022727 8,800000 20,000000 20,000000 -20,200000
30 1690409897 -0,041667 9,600000 19,600000 19,600000 -20,200000
30 1690409898 -0,041667 9,600000 19,200000 19,200000 -20,200000
30 1690409899 -0,041667 9,600000 18,800000 18,800000 -20,200000
30 1690409900 -0,041667 9,600000 18,400000 18,400000 -20,200000
30 1690409901 -0,041667 9,600000 18,000000 18,000000 -20,200000
30 1690409902 0,017857 11,200000 18,200000 18,200000 -20,200000
30 1690409903 0,017857 11,200000 18,400000 18,400000 -20,200000
30 1690409904 0,017857 11,200000 18,600000 18,600000 -20,200000
30 1690409905 0,017857 11,200000 18,800000 18,800000 -20,200000
30 1690409906 0,017857 11,200000 19,000000 19,000000 -20,200000
30 1690409907 -0,016949 11,800000 18,800000 18,800000 -20,200000
30 1690409908 -0,016949 11,800000 18,600000 18,600000 -20,200000
30 1690409909 -0,016949 11,800000 18,400000 18,400000 -20,200000
30 1690409910 -0,016949 11,800000 18,200000 18,200000 -20,200000
30 1690409911 -0,016949 11,800000 18,000000 18,000000 -20,200000
30 1690409912 0,029851 13,400000 18,400000 18,400000 -20,200000
30 1690409913 0,029851 13,400000 18,800000 18,800000 -20,200000
30 1690409914 0,029851 13,400000 19,200000 19,200000 -20,200000
30 1690409915 0,029851 13,400000 19,600000 19,600000 -20,200000
30 1690409916 0,029851 13,400000 20,000000 20,000000 -20,200000
30 1690409917 -0,014286 14,000000 19,800000 19,800000 -20,200000
30 1690409918 -0,014286 14,000000 19,600000 19,600000 -20,200000
30 1690409919 -0,014286 14,000000 19,400000 19,400000 -20,200000
30 1690409920 -0,014286 14,000000 19,200000 19,200000 -20,200000
30 1690409921 -0,014286 14,000000 19,000000 19,000000 -20,200000
30 1690409922 -0,026667 15,000000 18,600000 18,600000 -20,200000
30 1690409923 -0,026667 15,000000 18,200000 18,200000 -20,200000
30 1690409924 -0,026667 15,000000 17,800000 17,800000 -20,200000
30 1690409925 -0,026667 15,000000 17,400000 17,400000 -20,200000
30 1690409926 -0,026667 15,000000 17,000000 17,000000 -20,200000
30 1690409927 0,012195 16,400000 17,200000 17,200000 -20,200000
30 1690409928 0,012195 16,400000 17,400000 17,400000 -20,200000
30 1690409929 0,012195 16,400000 17,600000 17,600000 -20,200000
30 1690409930 0,012195 16,400000 17,800000 17,800000 -20,200000
30 1690409931 0,012195 16,400000 18,000000 18,000000 -20,200000
30 1690409932 0,011628 17,200000 18,200000 18,200000 -20,200000
30 1690409933 0,011628 17,200000 18,400000 18,400000 -20,200000
30 1690409934 0,011628 17,200000 18,600000 18,600000 -20,200000
30 1690409935 0,011628 17,200000 18,800000 18,800000 -20,200000
30 1690409936 0,011628 17,200000 19,000000 19,000000 -20,200000
30 1690409937 0,011236 17,800000 19,200000 19,200000 -20,200000
30 1690409938 0,011236 17,800000 19,400000 19,400000 -20,200000
30 1690409939 0,011236 17,800000 19,600000 19,600000 -20,200000
30 1690409940 0,011236 17,800000 19,800000 19,800000 -20,200000
30 1690409941 0,011236 17,800000 20,000000 20,000000 -20,200000
30 1690409942 -0,031579 19,000000 19,400000 19,400000 -20,200000
30 1690409943 -0,031579 19,000000 18,800000 18,800000 -20,200000
30 1690409944 -0,031579 19,000000 18,200000 18,200000 -20,200000
30 1690409945 -0,031579 19,000000 17,600000 17,600000 -20,200000
30 1690409946 -0,031579 19,000000 17,000000 17,000000 -20,200000
30 1690409947 0,029412 20,400000 17,600000 17,600000 -20,200000
30 1690409948 0,029412 20,400000 18,200000 18,200000 -20,200000
30 1690409949 0,029412 20,400000 18,800000 18,800000 -20,200000
30 1690409950 0,029412 20,400000 19,400000 19,400000 -20,200000
30 1690409951 0,029412 20,400000 20,000000 20,000000 -20,200000
30 1690409952 -0,018868 21,200000 19,600000 19,600000 -20,200000
30 1690409953 -0,018868 21,200000 19,200000 19,200000 -20,200000
30 1690409954 -0,018868 21,200000 18,800000 18,800000 -20,200000
30 1690409955 -0,018868 21,200000 18,400000 18,400000 -20,200000
30 1690409956 -0,018868 21,200000 18,000000 18,000000 -20,200000
30 1690409957 0,018018 22,200000 18,400000 18,400000 -20,200000
30 1690409958 0,018018 22,200000 18,800000 18,800000 -20,200000
30 1690409959 0,018018 22,200000 19,200000 19,200000 -20,200000
30 1690409960 0,018018 22,200000 19,600000 19,600000 -20,200000
30 1690409961 0,018018 22,200000 20,000000 20,000000 -20,200000
30 1690409962 -0,025862 23,200000 19,400000 19,400000 -20,200000
30 1690409963 -0,025862 23,200000 18,800000 18,800000 -20,200000
30 1690409964 -0,025862 23,200000 18,200000 18,200000 -20,200000
30 1690409965 -0,025862 23,200000 17,600000 17,600000 -20,200000
30 1690409966 -0,025862 23,200000 17,000000 17,000000 -20,200000
30 1690409967 0,016129 24,800000 17,400000 17,400000 -20,200000
30 1690409968 0,016129 24,800000 17,800000 17,800000 -20,200000
30 1690409969 0,016129 24,800000 18,200000 18,200000 -20,200000
30 1690409970 0,016129 24,800000 18,600000 18,600000 -20,200000
30 1690409971 0,016129 24,800000 19,000000 19,000000 -20,200000
30 1690409972 -0,007812 25,600000 18,800000 18,800000 -20,200000
30 1690409973 -0,007812 25,600000 18,600000 18,600000 -20,200000
30 1690409974 -0,007813 25,600000 18,400000 18,400000 -20,200000
30 1690409975 -0,007812 25,600000 18,200000 18,200000 -20,200000
30 1690409976 -0,007812 25,600000 18,000000 18,000000 -20,200000
30 1690409977 -0,007463 26,800000 17,800000 17,800000 -20,200000
30 1690409978 -0,007463 26,800000 17,600000 17,600000 -20,200000
30 1690409979 -0,007463 26,800000 17,400000 17,400000 -20,200000
30 1690409980 -0,007463 26,800000 17,200000 17,200000 -20,200000
30 1690409981 -0,007463 26,800000 17,000000 17,000000 -20,200000
30 1690409982 0,014388 27,800000 17,400000 17,400000 -20,200000
30 1690409983 0,014388 27,800000 17,800000 17,800000 -20,200000
30 1690409984 0,014388 27,800000 18,200000 18,200000 -20,200000
30 1690409985 0,014388 27,800000 18,600000 18,600000 -20,200000
30 1690409986 0,014388 27,800000 19,000000 19,000000 -20,200000
30 1690409987 0,000000 28,600000 19,000000 19,000000 -20,200000
30 1690409988 0,000000 28,600000 19,000000 19,000000 -20,200000
30 1690409989 0,000000 28,600000 19,000000 19,000000 -20,200000
30 1690409990 0,000000 28,600000 19,000000 19,000000 -20,200000
30 1690409991 0,000000 28,600000 19,000000 19,000000 -20,200000
30 1690409992 0,000000 29,600000 19,000000 19,000000 -20,200000
30 1690409993 0,000000 29,600000 19,000000 19,000000 -20,200000
30 1690409994 0,000000 29,600000 19,000000 19,000000 -20,200000
30 1690409995 0,000000 29,600000 19,000000 19,000000 -20,200000
30 1690409996 0,000000 29,600000 19,000000 19,000000 -20,200000
30 1690409997 -0,006536 30,600000 18,800000 18,800000 -20,200000
30 1690409998 -0,006536 30,600000 18,600000 18,600000 -20,200000
30 1690409999 -0,006536 30,600000 18,400000 18,400000 -20,200000
30 1690410000 -0,006536 30,600000 18,200000 18,200000 -20,200000
30 1690410001 -0,006536 30,600000 18,000000 18,000000 -20,200000
30 1690410002 -0,006289 31,800000 17,800000 17,800000 -20,200000
30 1690410003 -0,006289 31,800000 17,600000 17,600000 -20,200000
30 1690410004 -0,006289 31,800000 17,400000 17,400000 -20,200000
30 1690410005 -0,006289 31,800000 17,200000 17,200000 -20,200000
30 1690410006 -0,006289 31,800000 17,000000 17,000000 -20,200000
30 1690410007 0,018182 33,000000 17,600000 17,600000 -20,200000
30 1690410008 0,018182 33,000000 18,200000 18,200000 -20,200000
30 1690410009 0,018182 33,000000 18,800000 18,800000 -20,200000
30 1690410010 0,018182 33,000000 19,400000 19,400000 -20,200000
30 1690410011 0,018182 33,000000 20,000000 20,000000 -20,200000
30 1690410012 -0,005952 33,600000 19,800000 19,800000 -20,200000
30 1690410013 -0,005952 33,600000 19,600000 19,600000 -20,200000
30 1690410014 -0,005952 33,600000 19,400000 19,400000 -20,200000
30 1690410015 -0,005952 33,600000 19,200000 19,200000 -20,200000
30 1690410016 -0,005952 33,600000 19,000000 19,000000 -20,200000
30 1690410017 -0,011494 34,800000 18,600000 18,600000 -20,200000
30 1690410018 -0,011494 34,800000 18,200000 18,200000 -20,200000
30 1690410019 -0,011494 34,800000 17,800000 17,800000 -20,200000
30 1690410020 -0,011494 34,800000 17,400000 17,400000 -20,200000
30 1690410021 -0,011494 34,800000 17,000000 17,000000 -20,200000
30 1690410022 0,005525 36,200000 17,200000 17,200000 -20,200000
30 1690410023 0,005525 36,200000 17,400000 17,400000 -20,200000
30 1690410024 0,005525 36,200000 17,600000 17,600000 -20,200000
30 1690410025 0,005525 36,200000 17,800000 17,800000 -20,200000
30 1690410026 0,005525 36,200000 18,000000 18,000000 -20,200000
30 1690410027 0,010753 37,200000 18,400000 18,400000 -20,200000
30 1690410028 0,010753 37,200000 18,800000 18,800000 -20,200000
30 1690410029 0,010753 37,200000 19,200000 19,200000 -20,200000
30 1690410030 0,010753 37,200000 19,600000 19,600000 -20,200000
30 1690410031 0,010753 37,200000 20,000000 20,000000 -20,200000
30 1690410032 -0,010526 38,000000 19,600000 19,600000 -20,200000
30 1690410033 -0,010526 38,000000 19,200000 19,200000 -20,200000
30 1690410034 -0,010526 38,000000 18,800000 18,800000 -20,200000
30 1690410035 -0,010526 38,000000 18,400000 18,400000 -20,200000
30 1690410036 -0,010526 38,000000 18,000000 18,000000 -20,200000
30 1690410037 0,000000 39,400000 18,000000 18,000000 -20,200000
30 1690410038 0,000000 39,400000 18,000000 18,000000 -20,200000
30 1690410039 0,000000 39,400000 18,000000 18,000000 -20,200000
30 1690410040 0,000000 39,400000 18,000000 18,000000 -20,200000
30 1690410041 0,000000 39,400000 18,000000 18,000000 -20,200000
30 1690410042 0,004950 40,400000 18,200000 18,200000 -20,200000
30 1690410043 0,004950 40,400000 18,400000 18,400000 -20,200000
30 1690410044 0,004950 40,400000 18,600000 18,600000 -20,200000
30 1690410045 0,004950 40,400000 18,800000 18,800000 -20,200000
30 1690410046 0,004950 40,400000 19,000000 19,000000 -20,200000
30 1690410047 -0,004831 41,400000 18,800000 18,800000 -20,200000
30 1690410048 -0,004831 41,400000 18,600000 18,600000 -20,200000
30 1690410049 -0,004831 41,400000 18,400000 18,400000 -20,200000
30 1690410050 -0,004831 41,400000 18,200000 18,200000 -20,200000
30 1690410051 -0,004831 41,400000 18,000000 18,000000 -20,200000
30 1690410052 0,009434 42,400000 18,400000 18,400000 -20,200000
30 1690410053 0,009434 42,400000 18,800000 18,800000 -20,200000
30 1690410054 0,009434 42,400000 19,200000 19,200000 -20,200000
30 1690410055 0,009434 42,400000 19,600000 19,600000 -20,200000
30 1690410056 0,009434 42,400000 20,000000 20,000000 -20,200000
30 1690410057 -0,004630 43,200000 19,800000 19,800000 -20,200000
30 1690410058 -0,004630 43,200000 19,600000 19,600000 -20,200000
30 1690410059 -0,004630 43,200000 19,400000 19,400000 -20,200000
30 1690410060 -0,004630 43,200000 19,200000 19,200000 -20,200000
30 1690410061 -0,004630 43,200000 19,000000 19,000000 -20,200000
30 1690410062 -0,004484 44,600000 18,800000 18,800000 -20,200000
30 1690410063 -0,004484 44,600000 18,600000 18,600000 -20,200000
30 1690410064 -0,004484 44,600000 18,400000 18,400000 -20,200000
30 1690410065 -0,004484 44,600000 18,200000 18,200000 -20,200000
30 1690410066 -0,004484 44,600000 18,000000 18,000000 -20,200000
30 1690410067 0,004386 45,600000 18,200000 18,200000 -20,200000
30 1690410068 0,004386 45,600000 18,400000 18,400000 -20,200000
30 1690410069 0,004386 45,600000 18,600000 18,600000 -20,200000
30 1690410070 0,004386 45,600000 18,800000 18,800000 -20,200000
30 1690410071 0,004386 45,600000 19,000000 19,000000 -20,200000
30 1690410072 -0,004292 46,600000 18,800000 18,800000 -20,200000
30 1690410073 -0,004292 46,600000 18,600000 18,600000 -20,200000
30 1690410074 -0,004292 46,600000 18,400000 18,400000 -20,200000
30 1690410075 -0,004292 46,600000 18,200000 18,200000 -20,200000
30 1690410076 -0,004292 46,600000 18,000000 18,000000 -20,200000
30 1690410077 0,004184 47,800000 18,200000 18,200000 -20,200000
30 1690410078 0,004184 47,800000 18,400000 18,400000 -20,200000
30 1690410079 0,004184 47,800000 18,600000 18,600000 -20,200000
30 1690410080 0,004184 47,800000 18,800000 18,800000 -20,200000
30 1690410081 0,004184 47,800000 19,000000 19,000000 -20,200000
30 1690410082 0,000000 48,600000 19,000000 19,000000 -20,200000
30 1690410083 0,000000 48,600000 19,000000 19,000000 -20,200000
30 1690410084 0,000000 48,600000 19,000000 19,000000 -20,200000
30 1690410085 0,000000 48,600000 19,000000 19,000000 -20,200000
30 1690410086 0,000000 48,600000 19,000000 19,000000 -20,200000
30 1690410087 0,000000 49,600000 19,000000 19,000000 -20,200000
30 1690410088 0,000000 49,600000 19,000000 19,000000 -20,200000
30 1690410089 0,000000 49,600000 19,000000 19,000000 -20,200000
30 1690410090 0,000000 49,600000 19,000000 19,000000 -20,200000
30 1690410091 0,000000 49,600000 19,000000 19,000000 -20,200000
30 1690410092 -0,007874 50,800000 18,600000 18,600000 -20,200000
30 1690410093 -0,007874 50,800000 18,200000 18,200000 -20,200000
30 1690410094 -0,007874 50,800000 17,800000 17,800000 -20,200000
30 1690410095 -0,007874 50,800000 17,400000 17,400000 -20,200000
30 1690410096 -0,007874 50,800000 17,000000 17,000000 -20,200000
30 1690410097 0,007692 52,000000 17,400000 17,400000 -20,200000
30 1690410098 0,007692 52,000000 17,800000 17,800000 -20,200000
30 1690410099 0,007692 52,000000 18,200000 18,200000 -20,200000
30 1690410100 0,007692 52,000000 18,600000 18,600000 -20,200000
30 1690410101 0,007692 52,000000 19,000000 19,000000 -20,200000
30 1690410102 0,000000 53,000000 19,000000 19,000000 -20,200000
30 1690410103 0,000000 53,000000 19,000000 19,000000 -20,200000
30 1690410104 0,000000 53,000000 19,000000 19,000000 -20,200000
30 1690410105 0,000000 53,000000 19,000000 19,000000 -20,200000
30 1690410106 0,000000 53,000000 19,000000 19,000000 -20,200000
30 1690410107 -0,003704 54,000000 18,800000 18,800000 -20,200000
30 1690410108 -0,003704 54,000000 18,600000 18,600000 -20,200000
30 1690410109 -0,003704 54,000000 18,400000 18,400000 -20,200000
30 1690410110 -0,003704 54,000000 18,200000 18,200000 -20,200000
30 1690410111 -0,003704 54,000000 18,000000 18,000000 -20,200000
30 1690410112 0,000000 55,200000 18,000000 18,000000 -20,200000
30 1690410113 0,000000 55,200000 18,000000 18,000000 -20,200000
30 1690410114 0,000000 55,200000 18,000000 18,000000 -20,200000
30 1690410115 0,000000 55,200000 18,000000 18,000000 -20,200000
30 1690410116 0,000000 55,200000 18,000000 18,000000 -20,200000
30 1690410117 0,003546 56,400000 18,200000 18,200000 -20,200000
30 1690410118 0,003546 56,400000 18,400000 18,400000 -20,200000
30 1690410119 0,003546 56,400000 18,600000 18,600000 -20,200000
30 1690410120 0,003546 56,400000 18,800000 18,800000 -20,200000
30 1690410121 0,003546 56,400000 19,000000 19,000000 -20,200000
30 1690410122 0,003497 57,200000 19,200000 19,200000 -20,200000
30 1690410123 0,003497 57,200000 19,400000 19,400000 -20,200000
30 1690410124 0,003497 57,200000 19,600000 19,600000 -20,200000
30 1690410125 0,003497 57,200000 19,800000 19,800000 -20,200000
30 1690410126 0,003497 57,200000 20,000000 20,000000 -20,200000
30 1690410127 -0,003448 58,000000 19,800000 19,800000 -20,200000
30 1690410128 -0,003448 58,000000 19,600000 19,600000 -20,200000
30 1690410129 -0,003448 58,000000 19,400000 19,400000 -20,200000
30 1690410191 -6,000000 0,200000 0,000000 0,000000 2040,488000
30 1690410190 -6,000000 0,200000 1,200000 1,200000 2040,488000
30 1690410189 -6,000000 0,200000 2,400000 2,400000 2040,488000
30 1690410188 -6,000000 0,200000 3,600000 3,600000 2040,488000
30 1690410187 -6,000000 0,200000 4,800000 4,800000 2040,488000
30 1690410186 -7,000000 0,200000 6,000000 6,000000 2040,592000
30 1690410185 -7,000000 0,200000 7,400000 7,400000 2040,592000
30 1690410184 -7,000000 0,200000 8,800000 8,800000 2040,592000
30 1690410183 -7,000000 0,200000 10,200000 10,200000 2040,592000
30 1690410182 -7,000000 0,200000 11,600000 11,600000 2040,592000
30 1690410181 -7,000000 0,200000 13,000000 13,000000 2040,592000
30 1690410180 -7,000000 0,200000 14,400000 14,400000 2040,592000
30 1690410179 -7,000000 0,200000 15,800000 15,800000 2040,592000
30 1690410178 -7,000000 0,200000 17,200000 17,200000 2040,592000
30 1690410177 -7,000000 0,200000 18,600000 18,600000 2040,592000
30 1690410176 2,000000 0,200000 20,000000 20,000000 2040,232000
30 1690410175 2,000000 0,200000 19,600000 19,600000 2040,232000
30 1690410174 2,000000 0,200000 19,200000 19,200000 2040,232000
30 1690410173 2,000000 0,200000 18,800000 18,800000 2040,232000
30 1690410172 2,000000 0,200000 18,400000 18,400000 2040,232000
30 1690410171 1,000000 0,200000 18,000000 18,000000 2040,208000
30 1690410170 1,000000 0,200000 17,800000 17,800000 2040,208000
30 1690410169 1,000000 0,200000 17,600000 17,600000 2040,208000
30 1690410168 1,000000 0,200000 17,400000 17,400000 2040,208000
30 1690410167 1,000000 0,200000 17,200000 17,200000 2040,208000
30 1690410166 -3,000000 0,200000 17,000000 17,000000 2040,272000
30 1690410165 -3,000000 0,200000 17,600000 17,600000 2040,272000
30 1690410164 -3,000000 0,200000 18,200000 18,200000 2040,272000
30 1690410163 -3,000000 0,200000 18,800000 18,800000 2040,272000
30 1690410162 -3,000000 0,200000 19,400000 19,400000 2040,272000
30 1690410161 0,000000 0,200000 20,000000 20,000000 2040,200000
30 1690410160 0,000000 0,200000 20,000000 20,000000 2040,200000
30 1690410159 0,000000 0,200000 20,000000 20,000000 2040,200000
30 1690410158 0,000000 0,200000 20,000000 20,000000 2040,200000
30 1690410157 0,000000 0,200000 20,000000 20,000000 2040,200000
30 1690410156 2,000000 0,200000 20,000000 20,000000 2040,232000
30 1690410155 2,000000 0,200000 19,600000 19,600000 2040,232000
30 1690410154 2,000000 0,200000 19,200000 19,200000 2040,232000
30 1690410153 2,000000 0,200000 18,800000 18,800000 2040,232000
30 1690410152 2,000000 0,200000 18,400000 18,400000 2040,232000
30 1690410151 0,000000 0,200000 18,000000 18,000000 2040,200000
30 1690410150 0,000000 0,200000 18,000000 18,000000 2040,200000
30 1690410149 0,000000 0,200000 18,000000 18,000000 2040,200000
30 1690410148 0,000000 0,200000 18,000000 18,000000 2040,200000
30 1690410147 0,000000 0,200000 18,000000 18,000000 2040,200000
30 1690410146 -1,000000 0,200000 18,000000 18,000000 2040,208000
30 1690410145 -1,000000 0,200000 18,200000 18,200000 2040,208000
30 1690410144 -1,000000 0,200000 18,400000 18,400000 2040,208000
30 1690410143 -1,000000 0,200000 18,600000 18,600000 2040,208000
30 1690410142 -1,000000 0,200000 18,800000 18,800000 2040,208000
30 1690410141 1,000000 0,200000 19,000000 19,000000 2040,208000
30 1690410140 1,000000 0,200000 18,800000 18,800000 2040,208000
30 1690410139 1,000000 0,200000 18,600000 18,600000 2040,208000
30 1690410138 1,000000 0,200000 18,400000 18,400000 2040,208000
30 1690410137 1,000000 0,200000 18,200000 18,200000 2040,208000
30 1690410136 -1,000000 0,200000 18,000000 18,000000 2040,208000
30 1690410135 -1,000000 0,200000 18,200000 18,200000 2040,208000
30 1690410134 -1,000000 0,200000 18,400000 18,400000 2040,208000
30 1690410133 -1,000000 0,200000 18,600000 18,600000 2040,208000
30 1690410132 -1,000000 0,200000 18,800000 18,800000 2040,208000
30 1690410131 -1,000000 0,200000 19,000000 19,000000 2040,208000
30 1690410130 -1,000000 0,200000 19,200000 19,200000 2040,208000
