36 1690409878 0,454449 0,400000 0,359491 0,549407 0,086216
13 1690409878 1,660885 0,400000 1,555832 1,765938 1,107830
16 1690409878 0,702401 0,200000 0,702401 0,702401 0,098673
41 1690409878 0,225139 0,800000 0,220694 0,229843 0,040560
41 1690409879 0,225139 0,800000 0,220694 0,229843 0,040560
33 1690409879 0,657772 0,400000 0,635840 0,679705 0,173258
16 1690409879 0,702401 0,200000 0,702401 0,702401 0,098673
36 1690409879 0,454449 0,400000 0,359491 0,549407 0,086216
13 1690409879 1,660885 0,400000 1,555832 1,765938 1,107830
33 1690409880 0,657772 0,400000 0,635840 0,679705 0,173258
36 1690409880 0,454449 0,400000 0,359491 0,549407 0,086216
13 1690409880 1,660885 0,400000 1,555832 1,765938 1,107830
16 1690409880 0,702401 0,200000 0,702401 0,702401 0,098673
41 1690409880 0,225139 0,800000 0,220694 0,229843 0,040560
33 1690409881 0,657772 0,400000 0,635840 0,679705 0,173258
36 1690409881 0,454449 0,400000 0,359491 0,549407 0,086216
13 1690409881 1,660885 0,400000 1,555832 1,765938 1,107830
16 1690409881 0,702401 0,200000 0,702401 0,702401 0,098673
41 1690409881 0,225139 0,800000 0,220694 0,229843 0,040560
33 1690409882 0,631458 0,600000 0,626288 0,638333 0,239259
36 1690409882 0,379959 0,400000 0,371848 0,388070 0,057774
13 1690409882 1,561861 0,600000 1,329814 1,797915 1,485563
16 1690409882 0,653016 0,400000 0,651520 0,654511 0,170573
41 1690409882 0,216696 0,800000 0,207412 0,232387 0,037642
33 1690409883 0,631458 0,600000 0,626288 0,638333 0,239259
36 1690409883 0,379959 0,400000 0,371848 0,388070 0,057774
13 1690409883 1,561861 0,600000 1,329814 1,797915 1,485563
16 1690409883 0,653016 0,400000 0,651520 0,654511 0,170573
41 1690409883 0,216696 0,800000 0,207412 0,232387 0,037642
41 1690409884 0,216696 0,800000 0,207412 0,232387 0,037642
33 1690409884 0,631458 0,600000 0,626288 0,638333 0,239259
16 1690409884 0,653016 0,400000 0,651520 0,654511 0,170573
36 1690409884 0,379959 0,400000 0,371848 0,388070 0,057774
13 1690409884 1,561861 0,600000 1,329814 1,797915 1,485563
33 1690409885 0,631458 0,600000 0,626288 0,638333 0,239259
36 1690409885 0,379959 0,400000 0,371848 0,388070 0,057774
13 1690409885 1,561861 0,600000 1,329814 1,797915 1,485563
16 1690409885 0,653016 0,400000 0,651520 0,654511 0,170573
41 1690409885 0,216696 0,800000 0,207412 0,232387 0,037642
33 1690409886 0,631458 0,600000 0,626288 0,638333 0,239259
36 1690409886 0,379959 0,400000 0,371848 0,388070 0,057774
13 1690409886 1,561861 0,600000 1,329814 1,797915 1,485563
16 1690409886 0,653016 0,400000 0,651520 0,654511 0,170573
41 1690409886 0,216696 0,800000 0,207412 0,232387 0,037642
33 1690409887 0,672047 0,200000 0,672047 0,672047 0,090330
36 1690409887 0,394589 0,800000 0,372741 0,408080 0,124709
13 1690409887 1,595978 0,800000 1,492484 1,648675 2,040754
16 1690409887 0,661170 1,000000 0,634818 0,690296 0,437703
41 1690409887 0,225705 0,200000 0,225705 0,225705 0,010189
33 1690409888 0,672047 0,200000 0,672047 0,672047 0,090330
36 1690409888 0,394589 0,800000 0,372741 0,408080 0,124709
13 1690409888 1,595978 0,800000 1,492484 1,648675 2,040754
16 1690409888 0,661170 1,000000 0,634818 0,690296 0,437703
41 1690409888 0,225705 0,200000 0,225705 0,225705 0,010189
41 1690409889 0,225705 0,200000 0,225705 0,225705 0,010189
33 1690409889 0,672047 0,200000 0,672047 0,672047 0,090330
16 1690409889 0,661170 1,000000 0,634818 0,690296 0,437703
36 1690409889 0,394589 0,800000 0,372741 0,408080 0,124709
13 1690409889 1,595978 0,800000 1,492484 1,648675 2,040754
33 1690409890 0,672047 0,200000 0,672047 0,672047 0,090330
36 1690409890 0,394589 0,800000 0,372741 0,408080 0,124709
13 1690409890 1,595978 0,800000 1,492484 1,648675 2,040754
16 1690409890 0,661170 1,000000 0,634818 0,690296 0,437703
41 1690409890 0,225705 0,200000 0,225705 0,225705 0,010189
33 1690409891 0,672047 0,200000 0,672047 0,672047 0,090330
36 1690409891 0,394589 0,800000 0,372741 0,408080 0,124709
13 1690409891 1,595978 0,800000 1,492484 1,648675 2,040754
16 1690409891 0,661170 1,000000 0,634818 0,690296 0,437703
41 1690409891 0,225705 0,200000 0,225705 0,225705 0,010189
33 1690409892 0,800407 0,800000 0,468678 1,365169 0,603777
36 1690409892 0,398240 0,400000 0,389684 0,406796 0,063467
13 1690409892 1,849073 0,200000 1,849073 1,849073 0,683814
16 1690409892 0,682670 0,400000 0,669807 0,695533 0,186482
41 1690409892 0,225550 0,400000 0,224486 0,226613 0,020350
33 1690409893 0,800407 0,800000 0,468678 1,365169 0,603777
36 1690409893 0,398240 0,400000 0,389684 0,406796 0,063467
13 1690409893 1,849073 0,200000 1,849073 1,849073 0,683814
16 1690409893 0,682670 0,400000 0,669807 0,695533 0,186482
41 1690409893 0,225550 0,400000 0,224486 0,226613 0,020350
41 1690409894 0,225550 0,400000 0,224486 0,226613 0,020350
33 1690409894 0,800407 0,800000 0,468678 1,365169 0,603777
16 1690409894 0,682670 0,400000 0,669807 0,695533 0,186482
36 1690409894 0,398240 0,400000 0,389684 0,406796 0,063467
13 1690409894 1,849073 0,200000 1,849073 1,849073 0,683814
33 1690409895 0,800407 0,800000 0,468678 1,365169 0,603777
36 1690409895 0,398240 0,400000 0,389684 0,406796 0,063467
13 1690409895 1,849073 0,200000 1,849073 1,849073 0,683814
16 1690409895 0,682670 0,400000 0,669807 0,695533 0,186482
41 1690409895 0,225550 0,400000 0,224486 0,226613 0,020350
33 1690409896 0,800407 0,800000 0,468678 1,365169 0,603777
36 1690409896 0,398240 0,400000 0,389684 0,406796 0,063467
13 1690409896 1,849073 0,200000 1,849073 1,849073 0,683814
16 1690409896 0,682670 0,400000 0,669807 0,695533 0,186482
41 1690409896 0,225550 0,400000 0,224486 0,226613 0,020350
33 1690409897 0,560008 0,800000 0,430382 0,679431 0,261311
36 1690409897 0,365240 0,400000 0,357619 0,372862 0,053383
13 1690409897 1,709893 0,400000 1,595301 1,824485 1,174746
16 1690409897 0,679785 0,400000 0,678414 0,681156 0,184844
41 1690409897 0,268462 1,000000 0,219074 0,437408 0,079225
33 1690409898 0,560008 0,800000 0,430382 0,679431 0,261311
36 1690409898 0,365240 0,400000 0,357619 0,372862 0,053383
13 1690409898 1,709893 0,400000 1,595301 1,824485 1,174746
16 1690409898 0,679785 0,400000 0,678414 0,681156 0,184844
41 1690409898 0,268462 1,000000 0,219074 0,437408 0,079225
41 1690409899 0,268462 1,000000 0,219074 0,437408 0,079225
33 1690409899 0,560008 0,800000 0,430382 0,679431 0,261311
16 1690409899 0,679785 0,400000 0,678414 0,681156 0,184844
36 1690409899 0,365240 0,400000 0,357619 0,372862 0,053383
13 1690409899 1,709893 0,400000 1,595301 1,824485 1,174746
33 1690409900 0,560008 0,800000 0,430382 0,679431 0,261311
36 1690409900 0,365240 0,400000 0,357619 0,372862 0,053383
13 1690409900 1,709893 0,400000 1,595301 1,824485 1,174746
16 1690409900 0,679785 0,400000 0,678414 0,681156 0,184844
41 1690409900 0,268462 1,000000 0,219074 0,437408 0,079225
33 1690409901 0,560008 0,800000 0,430382 0,679431 0,261311
36 1690409901 0,365240 0,400000 0,357619 0,372862 0,053383
13 1690409901 1,709893 0,400000 1,595301 1,824485 1,174746
16 1690409901 0,679785 0,400000 0,678414 0,681156 0,184844
41 1690409901 0,268462 1,000000 0,219074 0,437408 0,079225
33 1690409902 0,456221 0,200000 0,456221 0,456221 0,041627
36 1690409902 0,397572 0,400000 0,391226 0,403917 0,063241
13 1690409902 1,654246 1,000000 1,268813 1,846239 2,779575
16 1690409902 0,662962 0,800000 0,640547 0,679950 0,351777
41 1690409902 0,219097 0,400000 0,211187 0,227006 0,019226
33 1690409903 0,456221 0,200000 0,456221 0,456221 0,041627
36 1690409903 0,397572 0,400000 0,391226 0,403917 0,063241
13 1690409903 1,654246 1,000000 1,268813 1,846239 2,779575
16 1690409903 0,662962 0,800000 0,640547 0,679950 0,351777
41 1690409903 0,219097 0,400000 0,211187 0,227006 0,019226
41 1690409904 0,219097 0,400000 0,211187 0,227006 0,019226
33 1690409904 0,456221 0,200000 0,456221 0,456221 0,041627
16 1690409904 0,662962 0,800000 0,640547 0,679950 0,351777
36 1690409904 0,397572 0,400000 0,391226 0,403917 0,063241
13 1690409904 1,654246 1,000000 1,268813 1,846239 2,779575
33 1690409905 0,456221 0,200000 0,456221 0,456221 0,041627
36 1690409905 0,397572 0,400000 0,391226 0,403917 0,063241
13 1690409905 1,654246 1,000000 1,268813 1,846239 2,779575
16 1690409905 0,662962 0,800000 0,640547 0,679950 0,351777
41 1690409905 0,219097 0,400000 0,211187 0,227006 0,019226
33 1690409906 0,456221 0,200000 0,456221 0,456221 0,041627
36 1690409906 0,397572 0,400000 0,391226 0,403917 0,063241
13 1690409906 1,654246 1,000000 1,268813 1,846239 2,779575
16 1690409906 0,662962 0,800000 0,640547 0,679950 0,351777
41 1690409906 0,219097 0,400000 0,211187 0,227006 0,019226
33 1690409907 0,464570 0,200000 0,464570 0,464570 0,043165
36 1690409907 0,389865 0,600000 0,362576 0,405062 0,091421
13 1690409907 1,596905 0,400000 1,555524 1,638287 1,020727
16 1690409907 0,672967 0,400000 0,656045 0,689889 0,181268
41 1690409907 0,226099 0,400000 0,225062 0,227135 0,020449
33 1690409908 0,464570 0,200000 0,464570 0,464570 0,043165
36 1690409908 0,389865 0,600000 0,362576 0,405062 0,091421
13 1690409908 1,596905 0,400000 1,555524 1,638287 1,020727
16 1690409908 0,672967 0,400000 0,656045 0,689889 0,181268
41 1690409908 0,226099 0,400000 0,225062 0,227135 0,020449
41 1690409909 0,226099 0,400000 0,225062 0,227135 0,020449
33 1690409909 0,464570 0,200000 0,464570 0,464570 0,043165
16 1690409909 0,672967 0,400000 0,656045 0,689889 0,181268
36 1690409909 0,389865 0,600000 0,362576 0,405062 0,091421
33 1690409910 0,464570 0,200000 0,464570 0,464570 0,043165
36 1690409910 0,389865 0,600000 0,362576 0,405062 0,091421
13 1690409909 1,596905 0,400000 1,555524 1,638287 1,020727
13 1690409910 1,596905 0,400000 1,555524 1,638287 1,020727
16 1690409910 0,672967 0,400000 0,656045 0,689889 0,181268
41 1690409910 0,226099 0,400000 0,225062 0,227135 0,020449
33 1690409911 0,464570 0,200000 0,464570 0,464570 0,043165
36 1690409911 0,389865 0,600000 0,362576 0,405062 0,091421
13 1690409911 1,596905 0,400000 1,555524 1,638287 1,020727
16 1690409911 0,672967 0,400000 0,656045 0,689889 0,181268
41 1690409911 0,226099 0,400000 0,225062 0,227135 0,020449
33 1690409912 0,447401 0,800000 0,420186 0,479301 0,160496
36 1690409912 0,425483 0,800000 0,396945 0,448238 0,145149
13 1690409912 1,651650 0,400000 1,614077 1,689224 1,091744
16 1690409912 0,645625 0,400000 0,637413 0,653836 0,166759
41 1690409912 0,222744 0,600000 0,216813 0,228195 0,029782
33 1690409913 0,447401 0,800000 0,420186 0,479301 0,160496
36 1690409913 0,425483 0,800000 0,396945 0,448238 0,145149
13 1690409913 1,651650 0,400000 1,614077 1,689224 1,091744
16 1690409913 0,645625 0,400000 0,637413 0,653836 0,166759
41 1690409913 0,222744 0,600000 0,216813 0,228195 0,029782
33 1690409914 0,447401 0,800000 0,420186 0,479301 0,160496
36 1690409914 0,425483 0,800000 0,396945 0,448238 0,145149
13 1690409914 1,651650 0,400000 1,614077 1,689224 1,091744
16 1690409914 0,645625 0,400000 0,637413 0,653836 0,166759
41 1690409914 0,222744 0,600000 0,216813 0,228195 0,029782
33 1690409915 0,447401 0,800000 0,420186 0,479301 0,160496
36 1690409915 0,425483 0,800000 0,396945 0,448238 0,145149
13 1690409915 1,651650 0,400000 1,614077 1,689224 1,091744
16 1690409915 0,645625 0,400000 0,637413 0,653836 0,166759
41 1690409915 0,222744 0,600000 0,216813 0,228195 0,029782
33 1690409916 0,447401 0,800000 0,420186 0,479301 0,160496
36 1690409916 0,425483 0,800000 0,396945 0,448238 0,145149
13 1690409916 1,651650 0,400000 1,614077 1,689224 1,091744
16 1690409916 0,645625 0,400000 0,637413 0,653836 0,166759
41 1690409916 0,222744 0,600000 0,216813 0,228195 0,029782
33 1690409917 0,453801 0,600000 0,447028 0,463176 0,123589
36 1690409917 0,417130 0,200000 0,417130 0,417130 0,034799
13 1690409917 1,805120 0,600000 1,745944 1,835767 1,956126
16 1690409917 0,673678 0,400000 0,668003 0,679352 0,181550
41 1690409917 0,219685 0,400000 0,218537 0,220832 0,019305
33 1690409918 0,453801 0,600000 0,447028 0,463176 0,123589
36 1690409918 0,417130 0,200000 0,417130 0,417130 0,034799
13 1690409918 1,805120 0,600000 1,745944 1,835767 1,956126
16 1690409918 0,673678 0,400000 0,668003 0,679352 0,181550
41 1690409918 0,219685 0,400000 0,218537 0,220832 0,019305
33 1690409919 0,453801 0,600000 0,447028 0,463176 0,123589
36 1690409919 0,417130 0,200000 0,417130 0,417130 0,034799
13 1690409919 1,805120 0,600000 1,745944 1,835767 1,956126
16 1690409919 0,673678 0,400000 0,668003 0,679352 0,181550
41 1690409919 0,219685 0,400000 0,218537 0,220832 0,019305
33 1690409920 0,453801 0,600000 0,447028 0,463176 0,123589
36 1690409920 0,417130 0,200000 0,417130 0,417130 0,034799
13 1690409920 1,805120 0,600000 1,745944 1,835767 1,956126
16 1690409920 0,673678 0,400000 0,668003 0,679352 0,181550
41 1690409920 0,219685 0,400000 0,218537 0,220832 0,019305
33 1690409921 0,453801 0,600000 0,447028 0,463176 0,123589
36 1690409921 0,417130 0,200000 0,417130 0,417130 0,034799
13 1690409921 1,805120 0,600000 1,745944 1,835767 1,956126
16 1690409921 0,673678 0,400000 0,668003 0,679352 0,181550
41 1690409921 0,219685 0,400000 0,218537 0,220832 0,019305
33 1690409922 0,460729 0,400000 0,452003 0,469455 0,084939
36 1690409922 0,374174 0,200000 0,374174 0,374174 0,028001
13 1690409922 1,633790 0,400000 1,591412 1,676167 1,068426
16 1690409922 0,687832 0,600000 0,623520 0,751393 0,285503
41 1690409922 0,226769 0,400000 0,222107 0,231430 0,020578
33 1690409923 0,460729 0,400000 0,452003 0,469455 0,084939
36 1690409923 0,374174 0,200000 0,374174 0,374174 0,028001
13 1690409923 1,633790 0,400000 1,591412 1,676167 1,068426
16 1690409923 0,687832 0,600000 0,623520 0,751393 0,285503
41 1690409923 0,226769 0,400000 0,222107 0,231430 0,020578
33 1690409924 0,460729 0,400000 0,452003 0,469455 0,084939
36 1690409924 0,374174 0,200000 0,374174 0,374174 0,028001
13 1690409924 1,633790 0,400000 1,591412 1,676167 1,068426
16 1690409924 0,687832 0,600000 0,623520 0,751393 0,285503
41 1690409924 0,226769 0,400000 0,222107 0,231430 0,020578
33 1690409925 0,460729 0,400000 0,452003 0,469455 0,084939
36 1690409925 0,374174 0,200000 0,374174 0,374174 0,028001
13 1690409925 1,633790 0,400000 1,591412 1,676167 1,068426
16 1690409925 0,687832 0,600000 0,623520 0,751393 0,285503
41 1690409925 0,226769 0,400000 0,222107 0,231430 0,020578
33 1690409926 0,460729 0,400000 0,452003 0,469455 0,084939
36 1690409926 0,374174 0,200000 0,374174 0,374174 0,028001
13 1690409926 1,633790 0,400000 1,591412 1,676167 1,068426
16 1690409926 0,687832 0,600000 0,623520 0,751393 0,285503
41 1690409926 0,226769 0,400000 0,222107 0,231430 0,020578
33 1690409927 0,464509 0,200000 0,464509 0,464509 0,043154
36 1690409927 4,604135 1,000000 0,388741 21,262025 90,570311
13 1690409927 1,741551 0,400000 1,623140 1,859961 1,218808
16 1690409927 0,720211 0,800000 0,647239 0,771264 0,416715
41 1690409927 0,238731 0,400000 0,214015 0,263448 0,023041
33 1690409928 0,464509 0,200000 0,464509 0,464509 0,043154
36 1690409928 4,604135 1,000000 0,388741 21,262025 90,570311
13 1690409928 1,741551 0,400000 1,623140 1,859961 1,218808
16 1690409928 0,720211 0,800000 0,647239 0,771264 0,416715
41 1690409928 0,238731 0,400000 0,214015 0,263448 0,023041
33 1690409929 0,464509 0,200000 0,464509 0,464509 0,043154
36 1690409929 4,604135 1,000000 0,388741 21,262025 90,570311
13 1690409929 1,741551 0,400000 1,623140 1,859961 1,218808
16 1690409929 0,720211 0,800000 0,647239 0,771264 0,416715
41 1690409929 0,238731 0,400000 0,214015 0,263448 0,023041
33 1690409930 0,464509 0,200000 0,464509 0,464509 0,043154
36 1690409930 4,604135 1,000000 0,388741 21,262025 90,570311
13 1690409930 1,741551 0,400000 1,623140 1,859961 1,218808
16 1690409930 0,720211 0,800000 0,647239 0,771264 0,416715
41 1690409930 0,238731 0,400000 0,214015 0,263448 0,023041
33 1690409931 0,464509 0,200000 0,464509 0,464509 0,043154
36 1690409931 4,604135 1,000000 0,388741 21,262025 90,570311
13 1690409931 1,741551 0,400000 1,623140 1,859961 1,218808
16 1690409931 0,720211 0,800000 0,647239 0,771264 0,416715
41 1690409931 0,238731 0,400000 0,214015 0,263448 0,023041
33 1690409932 0,565061 1,000000 0,449228 0,935105 0,353856
36 1690409932 0,390455 0,600000 0,371895 0,424366 0,091819
13 1690409932 1,724848 0,400000 1,631159 1,818537 1,193552
16 1690409932 0,646502 0,200000 0,646502 0,646502 0,083593
41 1690409932 0,226175 0,800000 0,219024 0,237208 0,040970
33 1690409933 0,565061 1,000000 0,449228 0,935105 0,353856
36 1690409933 0,390455 0,600000 0,371895 0,424366 0,091819
13 1690409933 1,724848 0,400000 1,631159 1,818537 1,193552
16 1690409933 0,646502 0,200000 0,646502 0,646502 0,083593
41 1690409933 0,226175 0,800000 0,219024 0,237208 0,040970
33 1690409934 0,565061 1,000000 0,449228 0,935105 0,353856
36 1690409934 0,390455 0,600000 0,371895 0,424366 0,091819
13 1690409934 1,724848 0,400000 1,631159 1,818537 1,193552
16 1690409934 0,646502 0,200000 0,646502 0,646502 0,083593
41 1690409934 0,226175 0,800000 0,219024 0,237208 0,040970
33 1690409935 0,565061 1,000000 0,449228 0,935105 0,353856
36 1690409935 0,390455 0,600000 0,371895 0,424366 0,091819
13 1690409935 1,724848 0,400000 1,631159 1,818537 1,193552
16 1690409935 0,646502 0,200000 0,646502 0,646502 0,083593
41 1690409935 0,226175 0,800000 0,219024 0,237208 0,040970
33 1690409936 0,565061 1,000000 0,449228 0,935105 0,353856
36 1690409936 0,390455 0,600000 0,371895 0,424366 0,091819
13 1690409936 1,724848 0,400000 1,631159 1,818537 1,193552
16 1690409936 0,646502 0,200000 0,646502 0,646502 0,083593
41 1690409936 0,226175 0,800000 0,219024 0,237208 0,040970
33 1690409937 0,472304 0,400000 0,464841 0,479766 0,089251
36 1690409937 0,375981 0,400000 0,373894 0,378068 0,056546
